"Journal Data Filtered By:  Selected JCR Year: 2019 Selected Editions: SCIE Selected Categories: 'ACOUSTICS','AGRICULTURAL ECONOMICS & POLICY','AGRICULTURAL ENGINEERING','AGRICULTURE, DAIRY & ANIMAL SCIENCE','AGRICULTURE, MULTIDISCIPLINARY','AGRONOMY','AUTOMATION & CONTROL SYSTEMS','BEHAVIORAL SCIENCES','BIOCHEMICAL RESEARCH METHODS','BIOCHEMISTRY & MOLECULAR BIOLOGY','BIODIVERSITY CONSERVATION','BIOLOGY','BIOPHYSICS','BIOTECHNOLOGY & APPLIED MICROBIOLOGY','BUSINESS','BUSINESS, FINANCE','COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE','COMPUTER SCIENCE, CYBERNETICS','COMPUTER SCIENCE, HARDWARE & ARCHITECTURE','COMPUTER SCIENCE, INFORMATION SYSTEMS','COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS','COMPUTER SCIENCE, SOFTWARE ENGINEERING','COMPUTER SCIENCE, THEORY & METHODS','CONSTRUCTION & BUILDING TECHNOLOGY','ECOLOGY','ECONOMICS','ENERGY & FUELS','ENGINEERING, AEROSPACE','ENGINEERING, BIOMEDICAL','ENGINEERING, CHEMICAL','ENGINEERING, CIVIL','ENGINEERING, ELECTRICAL & ELECTRONIC','ENGINEERING, ENVIRONMENTAL','ENGINEERING, GEOLOGICAL','ENGINEERING, INDUSTRIAL','ENGINEERING, MANUFACTURING','ENGINEERING, MARINE','ENGINEERING, MECHANICAL','ENGINEERING, MULTIDISCIPLINARY','ENGINEERING, OCEAN','ENGINEERING, PETROLEUM','ENTOMOLOGY','MANAGEMENT','MARINE & FRESHWATER BIOLOGY','MATERIALS SCIENCE, BIOMATERIALS','MATERIALS SCIENCE, CERAMICS','MATERIALS SCIENCE, CHARACTERIZATION & TESTING','MATERIALS SCIENCE, COATINGS & FILMS','MATERIALS SCIENCE, COMPOSITES','MATERIALS SCIENCE, MULTIDISCIPLINARY','MATERIALS SCIENCE, PAPER & WOOD','MATERIALS SCIENCE, TEXTILES','MATHEMATICS, APPLIED','MATHEMATICS, INTERDISCIPLINARY APPLICATIONS','MECHANICS','METALLURGY & METALLURGICAL ENGINEERING','MULTIDISCIPLINARY SCIENCES','OPERATIONS RESEARCH & MANAGEMENT SCIENCE' Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
347,IEEE-CAA Journal of Automatica Sinica,"1,604",5.129,0.004490
348,IEEE TRANSACTIONS ON MOBILE COMPUTING,"8,883",5.112,0.013630
349,JOURNAL OF MANUFACTURING SYSTEMS,"3,594",5.105,0.004550
350,HUMAN MOLECULAR GENETICS,"39,656",5.101,0.064190
351,Annual Review of Statistics and Its Application,515,5.095,0.004260
352,ACM TRANSACTIONS ON GRAPHICS,"18,052",5.084,0.028380
353,SCRIPTA MATERIALIA,"35,441",5.079,0.035620
354,Journal of Genetics and Genomics,"2,271",5.065,0.004300
355,ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,"4,930",5.057,0.004740
356,ENERGY POLICY,"49,950",5.042,0.043290
357,RELIABILITY ENGINEERING & SYSTEM SAFETY,"15,379",5.040,0.016630
358,IEEE TRANSACTIONS ON SIGNAL PROCESSING,"37,840",5.028,0.052340
359,Cell and Bioscience,"1,898",5.026,0.004210
360,Antioxidants,"2,568",5.014,0.004170
361,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,"7,174",5.000,0.005480
361,JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,"21,104",5.000,0.019920
361,Nucleic Acid Therapeutics,"1,026",5.000,0.003500
361,Remote Sensing in Ecology and Conservation,440,5.000,0.001370
365,ANNUAL REVIEWS IN CONTROL,"2,149",4.987,0.002810
366,FUEL PROCESSING TECHNOLOGY,"21,494",4.982,0.022220
367,IEEE Journal of Selected Topics in Signal Processing,"6,501",4.981,0.017550
368,BUILDING AND ENVIRONMENT,"28,235",4.971,0.025220
369,FASEB JOURNAL,"43,126",4.966,0.043730
369,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,"8,151",4.966,0.010790
369,ULTRASCHALL IN DER MEDIZIN,"2,185",4.966,0.002540
372,IEEE MULTIMEDIA,"1,053",4.962,0.001540
373,REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,"2,835",4.957,0.002780
374,Advanced Materials Interfaces,"9,091",4.948,0.023310
375,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER,"70,732",4.947,0.069820
376,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,"96,219",4.939,0.085890
377,IEEE Transactions on Automation Science and Engineering,"5,330",4.938,0.010250
378,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,"13,772",4.935,0.019860
379,International Review of Cell and Molecular Biology,"2,167",4.934,0.004350
380,Open Biology,"2,886",4.931,0.009570
381,IEEE JOURNAL OF SOLID-STATE CIRCUITS,"19,048",4.929,0.021160
382,IEEE JOURNAL OF SELECTED TOPICS IN QUANTUM ELECTRONICS,"10,770",4.917,0.015060
383,COMPOSITES COMMUNICATIONS,807,4.915,0.001270
384,International Journal for Uncertainty Quantification,564,4.911,0.001360
385,CMC-Computers Materials & Continua,"1,282",4.890,0.000870
386,Journal of Integrative Plant Biology,"5,005",4.885,0.006850
387,Regenerative Biomaterials,710,4.882,0.001560
388,Advances in Microbial Physiology,"1,228",4.875,0.000960
389,JOURNAL OF NUTRITIONAL BIOCHEMISTRY,"11,460",4.873,0.011120
390,MOLECULAR & CELLULAR PROTEOMICS,"17,792",4.870,0.031980
390,STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,"3,449",4.870,0.003600
390,npj Clean Water,145,4.870,0.000290
393,Advanced Sustainable Systems,824,4.869,0.001880
394,ENERGY AND BUILDINGS,"40,757",4.867,0.044110
394,NONLINEAR DYNAMICS,"23,232",4.867,0.038140
396,STRUCTURE,"15,146",4.862,0.026950
397,International Journal of Biological Sciences,"6,262",4.858,0.009710
398,Liquid Crystals Reviews,202,4.857,0.000440
399,BIOORGANIC CHEMISTRY,"5,712",4.831,0.006720
400,Biotechnology for Biofuels,"10,663",4.815,0.019210
401,ENVIRONMENTAL MODELLING & SOFTWARE,"14,577",4.807,0.018620
402,Extreme Mechanics Letters,"1,985",4.806,0.007410
403,Genes & Diseases,"1,081",4.803,0.003320
404,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,"12,945",4.796,0.017410
405,Journal of the Taiwan Institute of Chemical Engineers,"11,890",4.794,0.017820
406,INFORMATION PROCESSING & MANAGEMENT,"4,176",4.787,0.003010
407,ENGINEERING GEOLOGY,"17,188",4.779,0.017050
408,AMBIO,"8,753",4.778,0.009520
409,NEURAL COMPUTING & APPLICATIONS,"11,375",4.774,0.015020
410,JOURNAL OF MOLECULAR BIOLOGY,"56,953",4.760,0.040300
411,JOURNAL OF THE ENERGY INSTITUTE,"2,256",4.748,0.003760
412,INDOOR AIR,"5,418",4.739,0.005180
413,BIOFACTORS,"3,769",4.734,0.002930
414,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,"45,596",4.728,0.026400
414,IEEE Journal of Emerging and Selected Topics in Power Electronics,"4,839",4.728,0.016640
416,APPLIED THERMAL ENGINEERING,"53,127",4.725,0.075010
417,BIOELECTROCHEMISTRY,"4,944",4.722,0.004960
418,DECISION SUPPORT SYSTEMS,"10,739",4.721,0.008830
419,IEEE Transactions on Cloud Computing,"1,988",4.714,0.004020
420,BIOLOGICAL CONSERVATION,"32,257",4.711,0.037710
421,Internet Research,"2,859",4.708,0.002180
421,Landslides,"5,665",4.708,0.008830
423,INTEGRATED COMPUTER-AIDED ENGINEERING,665,4.706,0.001100
423,Materials Science and Engineering B-Advanced Functional Solid-State Materials,"11,010",4.706,0.006180
425,ECOLOGY,"63,431",4.700,0.039200
425,PLoS Computational Biology,"29,307",4.700,0.084670
425,Reviews of Physiology Biochemistry and Pharmacology,805,4.700,0.000670
428,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,"7,790",4.690,0.010950
429,USER MODELING AND USER-ADAPTED INTERACTION,"1,168",4.682,0.000660
430,New Biotechnology,"3,360",4.674,0.004780
431,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,"5,415",4.673,0.005420
431,JOURNAL OF OPERATIONS MANAGEMENT,"10,701",4.673,0.005620
433,JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,"36,071",4.669,0.022990
434,IEEE Wireless Communications Letters,"4,924",4.660,0.013870
435,MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,"89,908",4.652,0.067120
436,AGRICULTURAL AND FOREST METEOROLOGY,"19,597",4.651,0.020550
437,JOURNAL OF ALLOYS AND COMPOUNDS,"125,517",4.650,0.144020
438,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"55,056",4.638,0.075970
439,BIOESSAYS,"10,191",4.631,0.016520
439,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,"16,644",4.631,0.022480
441,DYES AND PIGMENTS,"20,033",4.613,0.019590
442,Journal of Informetrics,"3,493",4.611,0.004720
442,Science China-Life Sciences,"3,249",4.611,0.006630
444,SOLAR ENERGY,"36,018",4.608,0.037270
445,APPLIED CLAY SCIENCE,"19,201",4.605,0.017190
446,Journal of Ambient Intelligence and Humanized Computing,"2,097",4.594,0.001910
447,Advances in Nano Research,478,4.583,0.000340
448,JOURNAL OF PEST SCIENCE,"3,304",4.578,0.006320
449,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,"21,149",4.577,0.017500
450,COMBUSTION AND FLAME,"29,295",4.570,0.026000
451,Current Opinion in Insect Science,"2,247",4.565,0.008910
452,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,"10,468",4.558,0.017160
453,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,"77,288",4.556,0.143540
454,JOURNAL OF ANIMAL ECOLOGY,"16,767",4.554,0.016680
455,MICROPOROUS AND MESOPOROUS MATERIALS,"27,761",4.551,0.023250
456,Journal of Chemical Information and Modeling,"19,076",4.549,0.019460
457,APOPTOSIS,"6,539",4.543,0.005860
458,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,"2,156",4.536,0.002220
459,CANCER GENE THERAPY,"2,914",4.534,0.002860
460,Agronomy for Sustainable Development,"5,373",4.531,0.007160
461,Biofuels Bioproducts & Biorefining-Biofpr,"3,515",4.528,0.003630
462,STRUCTURAL SAFETY,"4,439",4.522,0.004780
463,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,"10,266",4.519,0.016350
464,HUMAN GENE THERAPY,"5,619",4.510,0.008010
465,IEEE TRANSACTIONS ON ENERGY CONVERSION,"11,393",4.501,0.013700
466,JOURNAL OF HYDROLOGY,"59,291",4.500,0.055230
467,AEROSPACE SCIENCE AND TECHNOLOGY,"10,748",4.499,0.014690
467,JOURNAL OF FOOD ENGINEERING,"28,954",4.499,0.017430
469,DENTAL MATERIALS,"15,316",4.495,0.013480
469,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,"28,946",4.495,0.024570
469,Stem Cell Research,"3,587",4.495,0.007270
472,Animal Nutrition,"1,214",4.492,0.002420
473,ACS Chemical Neuroscience,"6,881",4.486,0.015310
474,JOURNAL OF LIPID RESEARCH,"24,224",4.483,0.022450
474,Journal of Biomedical Nanotechnology,"4,998",4.483,0.005890
476,ECOLOGICAL ECONOMICS,"26,706",4.482,0.019390
477,Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,"1,164",4.476,0.001550
478,ACS Applied Energy Materials,"4,671",4.473,0.010290
479,PROGRESS IN ORGANIC COATINGS,"13,954",4.469,0.009770
480,PRECISION AGRICULTURE,"2,716",4.454,0.002460
481,TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,"11,081",4.450,0.011340
482,iScience,"1,410",4.447,0.004140
483,THEORETICAL AND APPLIED GENETICS,"21,336",4.439,0.014150
484,NEUROCOMPUTING,"35,692",4.438,0.066460
485,ACS Chemical Biology,"12,885",4.434,0.035510
485,FUNCTIONAL ECOLOGY,"17,075",4.434,0.021990
487,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,"23,928",4.424,0.021270
488,COMPUTER,"7,016",4.419,0.005340
488,CONSTRUCTION AND BUILDING MATERIALS,"76,055",4.419,0.081390
490,IEEE PERVASIVE COMPUTING,"2,098",4.418,0.001280
491,ACS Synthetic Biology,"5,603",4.411,0.019620
492,International Journal of Fuzzy Systems,"2,566",4.406,0.003540
493,REVIEWS IN FISH BIOLOGY AND FISHERIES,"3,711",4.402,0.003710
494,STEEL AND COMPOSITE STRUCTURES,"4,457",4.394,0.005230
495,FEBS Journal,"18,847",4.392,0.025230
496,COLLOIDS AND SURFACES B-BIOINTERFACES,"31,573",4.389,0.031390
496,QUARTERLY REVIEW OF BIOLOGY,"4,227",4.389,0.001130
498,Geobiology,"2,393",4.385,0.004450
499,SIGNAL PROCESSING,"13,980",4.384,0.020380
500,ARTIFICIAL INTELLIGENCE IN MEDICINE,"2,953",4.383,0.003390
500,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,"12,795",4.383,0.013610
502,Biotechnology & Genetic Engineering Reviews,590,4.375,0.000380
502,Sustainable Materials and Technologies,730,4.375,0.001610
504,IEEE TRANSACTIONS ON ANTENNAS AND PROPAGATION,"42,298",4.371,0.044500
505,INTERNATIONAL JOURNAL OF FATIGUE,"16,634",4.369,0.014290
506,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,"15,965",4.352,0.024190
507,Acta Geotechnica,"2,490",4.350,0.005610
508,AQUATIC TOXICOLOGY,"16,268",4.346,0.013670
509,ENTOMOLOGIA GENERALIS,445,4.333,0.000630
510,Nanomaterials,"10,911",4.324,0.016310
511,AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,"1,486",4.323,0.002930
512,RNA,"13,160",4.320,0.022410
513,Fuzzy Optimization and Decision Making,"1,098",4.319,0.001040
514,JOURNAL OF INTELLIGENT MANUFACTURING,"4,655",4.311,0.004540
515,FIELD CROPS RESEARCH,"18,672",4.308,0.017370
516,Cognitive Computation,"1,705",4.307,0.002900
516,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,"8,278",4.307,0.007090
518,GLOBAL CHALLENGES,481,4.306,0.001450
519,ISA TRANSACTIONS,"7,272",4.305,0.012240
520,POSTHARVEST BIOLOGY AND TECHNOLOGY,"13,111",4.303,0.010100
521,Journal of Environmental Chemical Engineering,"13,023",4.300,0.019770
521,Nanomedicine,"8,417",4.300,0.010590
523,JOURNAL OF LIGHTWAVE TECHNOLOGY,"25,062",4.288,0.034290
524,M&SOM-Manufacturing & Service Operations Management,"3,186",4.281,0.006240
525,ASTROBIOLOGY,"4,118",4.280,0.006130
526,TRIBOLOGY INTERNATIONAL,"18,329",4.271,0.018820
527,CURRENT OPINION IN LIPIDOLOGY,"4,151",4.254,0.005460
528,Epigenetics,"5,512",4.251,0.009770
529,ECOLOGICAL APPLICATIONS,"21,637",4.248,0.018440
530,INDUSTRIAL CROPS AND PRODUCTS,"29,322",4.244,0.033130
531,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"23,560",4.241,0.025370
532,JOURNAL OF BIOLOGICAL CHEMISTRY,"349,097",4.238,0.200660
533,JOURNAL OF CELLULAR BIOCHEMISTRY,"22,080",4.237,0.019760
534,IEEE INTERNET COMPUTING,"2,335",4.231,0.002260
535,HUMAN-COMPUTER INTERACTION,"1,610",4.222,0.000770
536,IEEE ELECTRON DEVICE LETTERS,"16,542",4.221,0.021430
537,CYTOTHERAPY,"6,557",4.218,0.008110
538,ADVANCED POWDER TECHNOLOGY,"7,742",4.217,0.010820
539,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,"52,278",4.213,0.052000
540,AGRICULTURAL SYSTEMS,"6,916",4.212,0.008230
541,CELLULOSE,"15,646",4.210,0.015390
542,ECOSYSTEMS,"9,886",4.207,0.009390
543,ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,"7,561",4.201,0.009170
544,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"118,588",4.192,0.063640
545,FOOD POLICY,"6,848",4.189,0.010170
545,Journal of Physical Chemistry C,"155,280",4.189,0.197780
547,Frontiers in Molecular Biosciences,"1,590",4.188,0.006170
548,Microbial Cell Factories,"8,388",4.187,0.013640
549,CURRENT MEDICINAL CHEMISTRY,"17,243",4.184,0.012950
550,Food & Function,"12,239",4.171,0.020950
550,International Journal of Precision Engineering and Manufacturing-Green Technology,"1,226",4.171,0.002030
552,Journal of Animal Science and Biotechnology,"2,053",4.167,0.004490
553,Communications Biology,"1,326",4.165,0.004260
554,FOOD MICROBIOLOGY,"11,391",4.155,0.012290
555,ACS Biomaterials Science & Engineering,"5,877",4.152,0.013100
556,INTERNATIONAL JOURNAL OF ROCK MECHANICS AND MINING SCIENCES,"22,437",4.151,0.015030
557,SOCIO-ECONOMIC PLANNING SCIENCES,"1,634",4.149,0.001390
558,POWDER TECHNOLOGY,"31,770",4.142,0.030160
559,Journal of Neural Engineering,"7,240",4.141,0.011970
560,ROCK MECHANICS AND ROCK ENGINEERING,"10,454",4.140,0.016110
561,COMPUTERS & INDUSTRIAL ENGINEERING,"14,888",4.135,0.017460
562,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,"10,287",4.133,0.016280
563,GENE THERAPY,"6,795",4.128,0.005520
564,ADDICTION BIOLOGY,"4,329",4.121,0.008300
565,COASTAL ENGINEERING,"8,286",4.119,0.008250
566,Communications in Nonlinear Science and Numerical Simulation,"12,329",4.115,0.017850
567,JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,"9,959",4.112,0.017410
568,WEAR,"31,539",4.108,0.013950
569,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,"17,307",4.105,0.023070
569,SAFETY SCIENCE,"12,630",4.105,0.012700
571,BIOCHEMICAL JOURNAL,"45,581",4.097,0.025690
571,Metabolites,"1,886",4.097,0.003710
573,MOLECULAR MEDICINE,"4,955",4.096,0.004590
574,Bio-Design and Manufacturing,99,4.095,0.000180
575,IEEE Power & Energy Magazine,"2,195",4.093,0.003420
576,CRYSTAL GROWTH & DESIGN,"30,972",4.089,0.035370
577,Current Opinion in Chemical Engineering,"2,120",4.088,0.003870
578,Journal of Manufacturing Processes,"5,420",4.086,0.008460
579,Biomolecules,"3,498",4.082,0.009380
579,TRANSPORTATION,"4,186",4.082,0.005100
581,MOLECULES AND CELLS,"5,064",4.081,0.007330
582,Journal of Nanostructure in Chemistry,"1,021",4.077,0.001090
583,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,"11,455",4.074,0.011080
583,JOURNAL OF PROTEOME RESEARCH,"22,281",4.074,0.032380
583,Progress in Molecular Biology and Translational Science,"2,888",4.074,0.005900
586,JOURNAL OF NEUROCHEMISTRY,"34,379",4.066,0.021840
587,GLYCOBIOLOGY,"7,465",4.060,0.008020
588,Frontiers of Environmental Science & Engineering,"2,315",4.053,0.003380
589,JOURNAL OF CHROMATOGRAPHY A,"60,837",4.049,0.039350
589,MARINE POLLUTION BULLETIN,"35,417",4.049,0.034860
591,IEEE Transactions on Biomedical Circuits and Systems,"3,534",4.042,0.006550
592,JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,"10,547",4.036,0.019920
593,THIN-WALLED STRUCTURES,"12,930",4.033,0.016290
594,BIOCONJUGATE CHEMISTRY,"15,877",4.031,0.020340
595,AGRICULTURAL WATER MANAGEMENT,"17,178",4.021,0.014280
596,MATERIALS RESEARCH BULLETIN,"23,321",4.019,0.018600
596,Results in Physics,"7,307",4.019,0.010250
598,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,"104,331",4.016,0.055570
598,IEEE Consumer Electronics Magazine,891,4.016,0.001340
600,IEEE Transactions on Computational Imaging,877,4.015,0.004470
601,CORTEX,"10,979",4.009,0.022920
602,Algal Research-Biomass Biofuels and Bioproducts,"6,539",4.008,0.013110
603,BIOTECHNOLOGY AND BIOENGINEERING,"24,711",4.002,0.016410
604,Advances in the Study of Behavior,"1,221",4.000,0.000570
604,COMPUTERS & CHEMICAL ENGINEERING,"14,377",4.000,0.011410
604,Progress in Natural Science-Materials International,"4,762",4.000,0.004270
607,Scientific Reports,"386,857",3.998,1.231280
608,DIVERSITY AND DISTRIBUTIONS,"8,608",3.993,0.013000
609,ECONOMETRICA,"35,845",3.992,0.040740
610,IEEE Systems Journal,"5,898",3.987,0.010380
611,Current Opinion in Behavioral Sciences,"2,504",3.983,0.012600
612,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,"11,685",3.971,0.011640
613,COMPUTERS IN INDUSTRY,"4,364",3.954,0.003710
614,GENETICS SELECTION EVOLUTION,"3,400",3.950,0.005530
615,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,"5,754",3.949,0.003530
616,ENGINEERING WITH COMPUTERS,"1,902",3.938,0.001880
617,EVOLUTIONARY COMPUTATION,"3,226",3.933,0.001920
618,MANAGEMENT SCIENCE,"34,657",3.931,0.049820
619,Biomedical Optics Express,"11,090",3.921,0.025100
620,Biotechnology Journal,"6,036",3.912,0.009960
620,Rice,"2,145",3.912,0.003360
622,SYSTEMATIC ENTOMOLOGY,"2,604",3.909,0.004160
623,JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS,"14,689",3.905,0.013290
624,Energy Strategy Reviews,"1,069",3.895,0.002090
625,IET Renewable Power Generation,"4,950",3.894,0.008030
626,ECOLOGY AND SOCIETY,"11,994",3.890,0.014320
627,BUILDING RESEARCH AND INFORMATION,"3,457",3.887,0.002790
628,ADVANCES IN ENGINEERING SOFTWARE,"5,919",3.884,0.008400
629,NEUROCHEMISTRY INTERNATIONAL,"8,928",3.881,0.007980
630,ADVANCED ENGINEERING INFORMATICS,"3,173",3.879,0.003410
631,IEEE Transactions on Network and Service Management,"1,890",3.878,0.004220
632,PROTEIN SCIENCE,"13,593",3.876,0.017560
633,EXPERT REVIEWS IN MOLECULAR MEDICINE,"1,827",3.875,0.001180
634,CHEMICAL ENGINEERING SCIENCE,"44,479",3.871,0.028270
635,Memetic Computing,571,3.860,0.000820
636,COMPUTERS AND ELECTRONICS IN AGRICULTURE,"11,524",3.858,0.012020
637,Forum of Mathematics Pi,137,3.857,0.001960
638,BIOPHYSICAL JOURNAL,"51,233",3.854,0.050580
639,MACROMOLECULAR MATERIALS AND ENGINEERING,"5,919",3.853,0.005350
640,APPLIED MATHEMATICS LETTERS,"8,496",3.848,0.012680
641,Journal of Natural Gas Science and Engineering,"10,969",3.841,0.024600
642,FRESHWATER BIOLOGY,"15,145",3.835,0.011130
643,IEEE Geoscience and Remote Sensing Letters,"13,781",3.833,0.025470
643,Oceanography and Marine Biology,"2,354",3.833,0.000990
645,CERAMICS INTERNATIONAL,"60,647",3.830,0.076040
645,ChemBioEng Reviews,487,3.830,0.001190
645,GEOTECHNIQUE,"13,984",3.830,0.007300
648,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,"11,579",3.827,0.028320
648,INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,"8,162",3.827,0.007680
650,MOLECULAR CARCINOGENESIS,"5,947",3.825,0.008140
651,Electronic Commerce Research and Applications,"2,781",3.824,0.002080
652,APL Materials,"4,924",3.819,0.012950
652,JOURNAL OF KING SAUD UNIVERSITY SCIENCE,"1,640",3.819,0.002030
654,COMPUTERS AND GEOTECHNICS,"9,308",3.818,0.013660
655,JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,"10,957",3.813,0.012900
656,METHODS,"23,125",3.812,0.025240
657,Biology-Basel,"1,424",3.796,0.003220
657,Metallomics,"5,237",3.796,0.009120
659,MINERALS ENGINEERING,"14,246",3.795,0.010100
660,Complex & Intelligent Systems,278,3.791,0.000750
661,EUROPEAN JOURNAL OF MECHANICS A-SOLIDS,"5,501",3.786,0.006700
662,SURFACE & COATINGS TECHNOLOGY,"49,415",3.784,0.032730
663,Journal of Science-Advanced Materials and Devices,781,3.783,0.001390
664,Tissue Engineering Part A,"8,980",3.776,0.009860
665,IEEE ANTENNAS AND PROPAGATION MAGAZINE,"3,133",3.765,0.004020
666,CHAOS SOLITONS & FRACTALS,"11,801",3.764,0.011990
667,Journal of Energy Storage,"2,758",3.762,0.004940
668,International Journal of Machine Learning and Cybernetics,"2,447",3.753,0.003980
669,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,"2,656",3.750,0.002960
669,PEST MANAGEMENT SCIENCE,"12,264",3.750,0.014960
671,Journal of the Royal Society Interface,"13,762",3.748,0.027720
672,IEEE Access,"51,038",3.745,0.081680
673,AMERICAN NATURALIST,"29,149",3.744,0.016900
673,Current Topics in Membranes,768,3.744,0.002170
673,JOURNAL OF SUPERCRITICAL FLUIDS,"11,640",3.744,0.010170
676,EUROPEAN CELLS & MATERIALS,"3,088",3.741,0.003140
676,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,"7,997",3.741,0.006900
678,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,"6,259",3.733,0.005810
679,Chemical Engineering and Processing-Process Intensification,"8,998",3.731,0.008010
680,Autism Research,"3,611",3.727,0.008560
681,EUROPEAN JOURNAL OF AGRONOMY,"7,817",3.726,0.008540
681,FOOD AND BIOPRODUCTS PROCESSING,"4,399",3.726,0.004780
681,IEEE Antennas and Wireless Propagation Letters,"16,569",3.726,0.031450
684,Surfaces and Interfaces,"1,067",3.724,0.001450
685,CHEMICO-BIOLOGICAL INTERACTIONS,"12,153",3.723,0.011660
685,CLINICAL ORAL IMPLANTS RESEARCH,"14,178",3.723,0.013970
685,JOURNAL OF BIOGEOGRAPHY,"15,936",3.723,0.018750
688,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,"77,774",3.721,0.060420
689,JOURNAL OF RHEOLOGY,"6,643",3.711,0.005740
690,HARMFUL ALGAE,"6,016",3.707,0.006930
691,JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING,"18,082",3.706,0.022540
692,Human-centric Computing and Information Sciences,592,3.700,0.000680
692,IT Professional,864,3.700,0.000980
694,EVOLUTION,"32,141",3.698,0.024410
695,Biomedical Journal,991,3.697,0.002400
696,MOLECULAR PLANT-MICROBE INTERACTIONS,"11,599",3.696,0.008300
697,HORMONES AND BEHAVIOR,"10,889",3.684,0.011220
698,GEOTHERMICS,"4,719",3.682,0.006610
699,IEEE TRANSACTIONS ON POWER DELIVERY,"20,762",3.681,0.020120
700,INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,"16,037",3.673,0.013460
701,Archives of Civil and Mechanical Engineering,"2,552",3.672,0.003800
701,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,"13,622",3.672,0.013250
703,COMPUTERS & STRUCTURES,"14,934",3.664,0.010990
704,Frontiers in Marine Science,"6,020",3.661,0.019170
705,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,"14,104",3.658,0.013620
706,EUROPEAN JOURNAL OF HUMAN GENETICS,"10,250",3.657,0.020470
707,Big Data,451,3.644,0.001380
707,Frontiers in Bioengineering and Biotechnology,"2,770",3.644,0.007660
709,Ad Hoc Networks,"5,296",3.643,0.005650
